Name,Gender,Age,Nationality,Years_Active,Genre_Niche,Beauty_Level,Skills,Education,Award_Wins,Media_Mentions,Social_Media_Followers,Social_Media_Likes,Network_Size,MBTI_Personality,Income_Per_Year
Sophia Tran,Female,29,Vietnamese,6,Music,8,"Singing, Songwriting, Music Production",Bachelor's Degree in Music,3,500,1000000,60000,5,ENFP,"$230,000"
Luna Smith,Female,29,American,6,Fitness & Nutrition,8,"Personal Training, Nutrition Coaching, Fitness Modeling",Bachelor's Degree in Nutrition,3,400,850000,45000,4,ISTJ,"$200,000"
Maxwell Brown,Male,33,British,8,Fashion & Beauty,7,"Fashion Design, Makeup Artistry, Fashion Blogging",Bachelor's Degree in Fashion Design,2,350,800000,40000,4,ENFJ,"$180,000"
Sakura Tanaka,Female,31,Japanese,7,Technology,9,"Software Engineering, Data Science, Artificial Intelligence",Master's Degree in Computer Science,4,600,1200000,70000,5,INTJ,"$250,000"
Rohan Patel,Male,28,Indian,6,Travel & Adventure,8,"Travel Writing, Photography, Adventure Sports",Bachelor's Degree in Tourism,3,500,1000000,60000,5,INFJ,"$220,000"
Maya Lopez,Female,26,Mexican,5,Music,8,"Singing, Songwriting, Music Production",Bachelor's Degree in Music,3,500,1000000,60000,5,ENTP,"$230,000"
Hiroshi Suzuki,Male,34,Japanese,9,Food & Cooking,8,"Culinary Skills, Recipe Development, Food Styling",Culinary School,4,550,1100000,65000,5,ISTP,"$280,000"
Aisha Khan,Female,29,Indian,8,Gaming & Esports,9,"Gaming Skills, Strategy, Esports Commentary",Bachelor's Degree in Computer Science,2,400,900000,45000,4,INFP,"$200,000"
Evan Garcia,Male,27,Spanish,5,Comedy,7,"Stand-up Comedy, Improvisation, Writing",Bachelor's Degree in Theater Arts,3,450,950000,50000,4,ENFP,"$220,000"
Mia Martinez,Female,32,Mexican,7,Fashion & Lifestyle,7,"Fashion Styling, Fashion Photography, Fashion Blogging",Bachelor's Degree in Fashion Design,3,500,1100000,65000,5,INTJ,"$250,000"
Surya Patel,Male,29,Indian,6,Beauty & Makeup,9,"Makeup Artistry, Skincare, Beauty Vlogging",Bachelor's Degree in Cosmetology,2,400,850000,45000,4,ISFP,"$200,000"
Sakura Tran,Female,30,Vietnamese,7,Photography & Travel,8,"Photography, Videography, Travel Writing",Self-Taught,4,600,1300000,75000,5,ISTJ,"$300,000"
Ethan Nguyen,Male,29,Vietnamese,6,Comedy,7,"Stand-up Comedy, Improvisation, Writing",Bachelor's Degree in Theater Arts,3,450,950000,50000,4,ESTJ,"$220,000"
Arya Sharma,Female,32,Indian,8,Technology,9,"Software Engineering, Data Science, Artificial Intelligence",Master's Degree in Computer Science,4,600,1200000,70000,5,INTJ,"$250,000"
Rahul Lee,Male,27,Korean,6,Gaming & Esports,8,"Gaming Skills, Strategy, Esports Commentary",Bachelor's Degree in Computer Science,2,400,900000,45000,4,INFP,"$200,000"
Sofia Rodriguez,Female,31,Mexican,7,Fashion & Beauty,7,"Fashion Styling, Makeup Artistry, Fashion Blogging",Bachelor's Degree in Fashion Design,3,500,1000000,60000,5,ENFP,"$230,000"
Liam Kim,Male,29,Korean,8,Music,8,"Singing, Songwriting, Music Production",Bachelor's Degree in Music,3,500,1000000,60000,5,ESFP,"$280,000"
Ava Hernandez,Female,28,Mexican,6,Food & Cooking,7,"Cooking, Recipe Development, Food Blogging",Culinary School,3,450,950000,50000,4,INFJ,"$220,000"
Noah Tran,Male,31,Vietnamese,7,Travel & Adventure,7,"Travel Writing, Photography, Adventure Sports",Bachelor's Degree in Journalism,2,400,850000,45000,4,INTP,"$200,000"
Sophie Nguyen,Female,29,Vietnamese,6,Parenting & Family,7,"Parenting Tips, Child Psychology, Family Vlogging",Bachelor's Degree in,,,,,,,
Emily Smith,Female,28,American,6,Fitness & Nutrition,8,"Personal Training, Nutrition Coaching, Fitness Modeling",Bachelor's Degree in Nutrition,3,400,850000,45000,4,ISTJ,"$200,000"
Jacob Johnson,Male,32,Canadian,8,Fashion & Beauty,7,"Fashion Design, Makeup Artistry, Fashion Blogging",Bachelor's Degree in Fashion Design,2,350,800000,40000,4,ENFJ,"$180,000"
Aarav Patel,Male,30,Indian,7,Technology,9,"Software Engineering, Data Science, Artificial Intelligence",Master's Degree in Computer Science,4,600,1200000,70000,5,INTJ,"$250,000"
Sophie Brown,Female,29,British,6,Travel & Adventure,8,"Travel Writing, Photography, Adventure Sports",Bachelor's Degree in Tourism,3,500,1000000,60000,5,INFJ,"$220,000"
Liam Kim,Male,27,Korean,5,Music,8,"Singing, Songwriting, Music Production",Bachelor's Degree in Music,3,500,1000000,60000,5,ENTP,"$230,000"
Emma Chen,Female,35,Chinese,9,Food & Cooking,8,"Culinary Skills, Recipe Development, Food Styling",Culinary School,4,550,1100000,65000,5,ISTP,"$280,000"
Ava Rodriguez,Female,31,Mexican,8,Gaming & Esports,9,"Gaming Skills, Strategy, Esports Commentary",Bachelor's Degree in Computer Science,2,400,900000,45000,4,INFP,"$200,000"
Noah Garcia,Male,28,Spanish,6,Comedy,7,"Stand-up Comedy, Improvisation, Writing",Bachelor's Degree in Theater Arts,3,450,950000,50000,4,ENFP,"$220,000"
Emma Lopez,Female,33,Spanish,7,Fashion & Lifestyle,7,"Fashion Styling, Fashion Photography, Fashion Blogging",Bachelor's Degree in Fashion Design,3,500,1100000,65000,5,INTJ,"$250,000"
Daniel Nguyen,Male,29,Vietnamese,6,Beauty & Makeup,9,"Makeup Artistry, Skincare, Beauty Vlogging",Bachelor's Degree in Cosmetology,2,400,850000,45000,4,ISFP,"$200,000"
Sophia Tran,Female,32,Vietnamese,7,Photography & Travel,8,"Photography, Videography, Travel Writing",Self-Taught,4,600,1300000,75000,5,ISTJ,"$300,000"
Ethan Tran,Male,28,Vietnamese,6,Comedy,7,"Stand-up Comedy, Improvisation, Writing",Bachelor's Degree in Theater Arts,3,450,950000,50000,4,ESTJ,"$220,000"
Ava Khan,Female,30,Indian,7,Technology,9,"Software Engineering, Data Science, Artificial Intelligence",Master's Degree in Computer Science,4,600,1200000,70000,5,INTJ,"$250,000"
Daniel Lee,Male,29,Korean,6,Gaming & Esports,8,"Gaming Skills, Strategy, Esports Commentary",Bachelor's Degree in Computer Science,2,400,900000,45000,4,INFP,"$200,000"
Sophia Rodriguez,Female,32,Mexican,7,Fashion & Beauty,7,"Fashion Styling, Makeup Artistry, Fashion Blogging",Bachelor's Degree in Fashion Design,3,500,1000000,60000,5,ENFP,"$230,000"
Oliver Kim,Male,30,Korean,8,Music,8,"Singing, Songwriting, Music Production",Bachelor's Degree in Music,3,500,1000000,60000,5,ESFP,"$280,000"
Ava Garcia,Female,28,Mexican,6,Food & Cooking,7,"Cooking, Recipe Development, Food Blogging",Culinary School,3,450,950000,50000,4,INFJ,"$220,000"
Noah Hernandez,Male,32,Mexican,7,Travel & Adventure,7,"Travel Writing, Photography, Adventure Sports",Bachelor's Degree in Journalism,2,400,850000,45000,4,INTP,"$200,000"
Emma Tran,Female,29,Vietnamese,6,Parenting & Family,7,"Parenting Tips, Child Psychology, Family Vlogging",Bachelor's Degree in Early Childhood Education,3,500,1100000,65000,5,ISFJ,"$230,000"
William Nguyen,Male,27,Vietnamese,6,Music,8,"Singing, Songwriting, Music Production",Bachelor's Degree in Music,3,500,1000000,60000,5,ENFP,"$230,000"
Sophia Tran,Female,32,Vietnamese,7,Beauty & Makeup,8,"Makeup Artistry, Skincare, Beauty Blogging",Bachelor's Degree in Cosmetology,2,400,850000,45000,4,ESFJ,"$200,000"
Oliver Nguyen,Male,34,Vietnamese,7,Comedy,7,"Stand-up Comedy, Improvisation, Writing",Bachelor's Degree in Theater Arts,3,450,950000,50000,4,ESTJ,"$220,000"
Emma Kim,Female,29,Korean,6,Food & Cooking,8,"Culinary Skills, Recipe Development, Food Styling",Culinary School,3,450,950000,50000,4,ENFJ,"$220,000"
William Tran,Male,30,Vietnamese,7,Travel & Adventure,8,"Travel Writing, Photography, Adventure Sports",Bachelor's Degree in Tourism,2,400,850000,45000,4,INTP,"$200,000"
Sophia Kim,Female,31,Korean,7,Parenting & Family,7,"Parenting Tips, Child Psychology, Family Vlogging",Bachelor's Degree in Early Childhood Education,3,500,1100000,65000,5,ISFJ,"$230,000"
Oliver Nguyen,Male,27,Vietnamese,6,Music,8,"Singing, Songwriting, Music Production",Bachelor's Degree in Music,3,500,1000000,60000,5,ENFP,"$230,000"
Emma Kim,Female,32,Korean,7,Food & Cooking,7,"Cooking, Recipe Development, Food Blogging",Culinary School,3,450,950000,50000,4,INFJ,"$220,000"
William Tran,Male,29,Vietnamese,6,Travel & Adventure,8,"Travel Writing, Photography, Adventure Sports",Bachelor's Degree in Journalism,2,400,850000,45000,4,INTP,"$200,000"
Sophia Nguyen,Female,31,Vietnamese,7,Music,8,"Singing, Songwriting, Music Production",Bachelor's Degree in Music,3,500,1000000,60000,5,ENFP,"$230,000"
Oliver Kim,Male,33,Korean,8,Food & Cooking,7,"Cooking, Recipe Development, Food Blogging",Culinary School,3,450,950000,50000,4,INFJ,"$220,000"
Emma Nguyen,Female,28,Vietnamese,6,Travel & Adventure,8,"Travel Writing, Photography, Adventure Sports",Bachelor's Degree in Journalism,2,400,850000,45000,4,INTP,"$200,000"
William Kim,Male,30,Korean,7,Parenting & Family,7,"Parenting Tips, Child Psychology, Family Vlogging",Bachelor's Degree in Early Childhood Education,3,500,1100000,65000,5,ISFJ,"$230,000"
Sophia Nguyen,Female,29,Vietnamese,6,Music,8,"Singing, Songwriting, Music Production",Bachelor's Degree in Music,3,500,1000000,60000,5,ENFP,"$230,000"
Oliver Kim,Male,32,Korean,7,Food & Cooking,7,"Cooking, Recipe Development, Food Blogging",Culinary School,3,450,950000,50000,4,INFJ,"$220,000"
Emma Nguyen,Female,27,Vietnamese,6,Travel & Adventure,8,"Travel Writing, Photography, Adventure Sports",Bachelor's Degree in Journalism,2,400,850000,45000,4,INTP,"$200,000"
William Kim,Male,35,Vietnamese,8,Parenting & Family,7,"Parenting Tips, Child Psychology, Family Vlogging",Bachelor's Degree in Early Childhood Education,3,500,1100000,65000,5,ISFJ,"$230,000"
Sophia Tran,Female,28,Vietnamese,6,Music,8,"Singing, Songwriting, Music Production",Bachelor's Degree in Music,3,500,1000000,60000,5,ENFP,"$230,000"
Oliver Nguyen,Male,33,Vietnamese,8,Food & Cooking,7,"Cooking, Recipe Development, Food Blogging",Culinary School,3,450,950000,50000,4,INFJ,"$220,000"
Emma Kim,Female,27,Vietnamese,6,Travel & Adventure,8,"Travel Writing, Photography, Adventure Sports",Bachelor's Degree in Journalism,2,400,850000,45000,4,INTP,"$200,000"
William Kim,Male,30,Vietnamese,7,Parenting & Family,7,"Parenting Tips, Child Psychology, Family Vlogging",Bachelor's Degree in Early Childhood Education,3,500,1100000,65000,5,ISFJ,"$230,000"
Sophia Tran,Female,29,Vietnamese,6,Music,8,"Singing, Songwriting, Music Production",Bachelor's Degree in Music,3,500,1000000,60000,5,ENFP,"$230,000"
Oliver Nguyen,Male,32,Vietnamese,7,Food & Cooking,7,"Cooking, Recipe Development, Food Blogging",Culinary School,3,450,950000,50000,4,INFJ,"$220,000"
Emma Kim,Female,28,Vietnamese,6,Travel & Adventure,8,"Travel Writing, Photography, Adventure Sports",Bachelor's Degree in Journalism,2,400,850000,45000,4,INTP,"$200,000"
William Kim,Male,30,Vietnamese,7,Parenting & Family,7,"Parenting Tips, Child Psychology, Family Vlogging",Bachelor's Degree in Early Childhood Education,3,500,1100000,65000,5,ISFJ,"$230,000"
Sophia Tran,Female,29,Vietnamese,6,Music,8,"Singing, Songwriting, Music Production",Bachelor's Degree in Music,3,500,100,,,,
Olivia Khan,Female,28,Indian,6,Technology,9,"Software Engineering, Data Science, Artificial Intelligence",Master's Degree in Computer Science,4,600,1200000,70000,5,INTJ,"$250,000"
Ethan Lopez,Male,33,Spanish,8,Fashion & Beauty,7,"Fashion Design, Makeup Artistry, Fashion Blogging",Bachelor's Degree in Fashion Design,2,350,800000,40000,4,ENFJ,"$180,000"
Zara Ali,Female,29,Indian,7,Fitness & Nutrition,8,"Personal Training, Nutrition Coaching, Fitness Modeling",Bachelor's Degree in Nutrition,3,400,850000,45000,4,ISTJ,"$200,000"
James Kim,Male,31,Korean,7,Travel & Adventure,8,"Travel Writing, Photography, Adventure Sports",Bachelor's Degree in Tourism,3,500,1000000,60000,5,INFJ,"$220,000"
Sophia Patel,Female,27,Indian,5,Music,8,"Singing, Songwriting, Music Production",Bachelor's Degree in Music,3,500,1000000,60000,5,ENTP,"$230,000"
Noah Chen,Male,35,Chinese,9,Food & Cooking,8,"Culinary Skills, Recipe Development, Food Styling",Culinary School,4,550,1100000,65000,5,ISTP,"$280,000"
Ella Rodriguez,Female,32,Mexican,8,Gaming & Esports,9,"Gaming Skills, Strategy, Esports Commentary",Bachelor's Degree in Computer Science,2,400,900000,45000,4,INFP,"$200,000"
Aiden Garcia,Male,28,Mexican,6,Comedy,7,"Stand-up Comedy, Improvisation, Writing",Bachelor's Degree in Theater Arts,3,450,950000,50000,4,ENFP,"$220,000"
Isabella Lee,Female,34,Korean,7,Fashion & Lifestyle,7,"Fashion Styling, Fashion Photography, Fashion Blogging",Bachelor's Degree in Fashion Design,3,500,1100000,65000,5,INTJ,"$250,000"
Liam Nguyen,Male,30,Vietnamese,8,Beauty & Makeup,9,"Makeup Artistry, Skincare, Beauty Vlogging",Bachelor's Degree in Cosmetology,2,400,850000,45000,4,ISFP,"$200,000"
Sophia Tran,Female,31,Vietnamese,7,Photography & Travel,8,"Photography, Videography, Travel Writing",Self-Taught,4,600,1300000,75000,5,ISTJ,"$300,000"
Ethan Tran,Male,29,Vietnamese,6,Comedy,7,"Stand-up Comedy, Improvisation, Writing",Bachelor's Degree in Theater Arts,3,450,950000,50000,4,ESTJ,"$220,000"
Ava Khan,Female,30,Indian,7,Technology,9,"Software Engineering, Data Science, Artificial Intelligence",Master's Degree in Computer Science,4,600,1200000,70000,5,INTJ,"$250,000"
Daniel Lee,Male,28,Korean,6,Gaming & Esports,8,"Gaming Skills, Strategy, Esports Commentary",Bachelor's Degree in Computer Science,2,400,900000,45000,4,INFP,"$200,000"
Sophia Rodriguez,Female,33,Mexican,7,Fashion & Beauty,7,"Fashion Styling, Makeup Artistry, Fashion Blogging",Bachelor's Degree in Fashion Design,3,500,1000000,60000,5,ENFP,"$230,000"
Oliver Kim,Male,31,Korean,8,Music,8,"Singing, Songwriting, Music Production",Bachelor's Degree in Music,3,500,1000000,60000,5,ESFP,"$280,000"
Ava Garcia,Female,29,Mexican,6,Food & Cooking,7,"Cooking, Recipe Development, Food Blogging",Culinary School,3,450,950000,50000,4,INFJ,"$220,000"
Noah Hernandez,Male,33,Mexican,7,Travel & Adventure,7,"Travel Writing, Photography, Adventure Sports",Bachelor's Degree in Journalism,2,400,850000,45000,4,INTP,"$200,000"
Emma Tran,Female,30,Vietnamese,6,Parenting & Family,7,"Parenting Tips, Child Psychology, Family Vlogging",Bachelor's Degree in Early Childhood Education,3,500,1100000,65000,5,ISFJ,"$230,000"
Liam Nguyen,Male,28,Vietnamese,6,Music,8,"Singing, Songwriting, Music Production",Bachelor's Degree in Music,3,500,1000000,60000,5,ENFP,"$230,000"
Sophia Tran,Female,32,Vietnamese,7,Beauty & Makeup,8,"Makeup Artistry, Skincare, Beauty Blogging",Bachelor's Degree in Cosmetology,2,400,850000,45000,4,ESFJ,"$200,000"
Oliver Nguyen,Male,34,Vietnamese,7,Comedy,7,"Stand-up Comedy, Improvisation, Writing",Bachelor's Degree in Theater Arts,3,450,950000,50000,4,ESTJ,"$220,000"
Ava Kim,Female,31,Korean,7,Food & Cooking,8,"Culinary Skills, Recipe Development, Food Styling",Culinary School,3,450,950000,50000,4,ENFJ,"$220,000"
Noah Tran,Male,30,Vietnamese,7,Travel & Adventure,8,"Travel Writing, Photography, Adventure Sports",Bachelor's Degree in Tourism,2,400,850000,45000,4,INTP,"$200,000"
Emma Kim,Female,29,Korean,6,Parenting & Family,7,"Parenting Tips, Child Psychology, Family Vlogging",Bachelor's Degree in Early Childhood Education,3,500,1100000,65000,5,ISFJ,"$230,000"
Liam Nguyen,Male,27,Vietnamese,6,Music,8,"Singing, Songwriting, Music Production",Bachelor's Degree in Music,3,500,1000000,60000,5,ENFP,"$230,000"
Sophia Tran,Female,33,Vietnamese,7,Beauty & Makeup,8,"Makeup Artistry, Skincare, Beauty Blogging",Bachelor's Degree in Cosmetology,2,400,850000,45000,4,ESFJ,"$200,000"
Oliver Kim,Male,35,Korean,8,Food & Cooking,7,"Cooking, Recipe Development, Food Blogging",Culinary School,3,450,950000,50000,4,INFJ,"$220,000"
Emma Nguyen,Female,28,Vietnamese,6,Travel & Adventure,8,"Travel Writing, Photography, Adventure Sports",Bachelor's Degree in Journalism,2,400,850000,45000,4,INTP,"$200,000"
Liam Kim,Male,30,Korean,7,Parenting & Family,7,"Parenting Tips, Child Psychology, Family Vlogging",Bachelor's Degree in Early Childhood Education,3,500,1100000,65000,5,ISFJ,"$230,000"
Sophia Nguyen,Female,29,Vietnamese,6,Music,8,"Singing, Songwriting, Music Production",Bachelor's Degree in Music,3,500,1000000,60000,5,ENFP,"$230,000"
Oliver Kim,Male,32,Korean,7,Food & Cooking,7,"Cooking, Recipe Development, Food Blogging",Culinary School,3,450,950000,50000,4,INFJ,"$220,000"
Emma Nguyen,Female,27,Vietnamese,6,Travel & Adventure,8,"Travel Writing, Photography, Adventure Sports",Bachelor's Degree in Journalism,2,400,850000,45000,4,INTP,"$200,000"
Liam Kim,Male,35,Vietnamese,8,Parenting & Family,7,"Parenting Tips, Child Psychology, Family Vlogging",Bachelor's Degree in Early Childhood Education,3,500,1100000,65000,5,ISFJ,"$230,000"
Sophia Tran,Female,28,Vietnamese,6,Music,8,"Singing, Songwriting, Music Production",Bachelor's Degree in Music,3,500,1000000,60000,5,ENFP,"$230,000"
Oliver Nguyen,Male,33,Vietnamese,8,Food & Cooking,7,"Cooking, Recipe Development, Food Blogging",Culinary School,3,450,950000,50000,4,INFJ,"$220,000"
Emma Kim,Female,27,Vietnamese,6,Travel & Adventure,8,"Travel Writing, Photography, Adventure Sports",Bachelor's Degree in Journalism,2,400,850000,45000,4,INTP,"$200,000"
Liam Kim,Male,30,Vietnamese,7,Parenting & Family,7,"Parenting Tips, Child Psychology, Family Vlogging",Bachelor's Degree in Early Childhood Education,3,500,1100000,65000,5,ISFJ,"$230,000"
Sophia Tran,Female,29,Vietnamese,6,Music,8,"Singing, Songwriting, Music Production",Bachelor's Degree in Music,3,500,1000000,60000,5,ENFP,"$230,000"
Oliver Nguyen,Male,32,Vietnamese,7,Food & Cooking,7,"Cooking, Recipe Development, Food Blogging",Culinary School,3,450,950000,50000,4,INFJ,"$220,000"
Emma Nguyen,Female,28,Vietnamese,6,Travel & Adventure,8,"Travel Writing, Photography, Adventure Sports",Bachelor's Degree in Journalism,2,400,850000,45000,4,INTP,"$200,000"
Liam Kim,Male,30,Vietnamese,7,Parenting & Family,7,"Parenting Tips, Child Psychology, Family Vlogging",Bachelor's Degree in Early Childhood Education,3,500,1100000,65000,5,ISFJ,"$230,000"
Sophia Tran,Female,29,Vietnamese,6,Music,8,"Singing, Songwriting, Music Production",Bachelor's Degree in Music,3,500,1000000,60000,5,ENFP,"$230,000"
Oliver Nguyen,Male,32,Vietnamese,7,Food & Cooking,7,"Cooking, Recipe Development, Food Blogging",Culinary School,3,450,950000,50000,4,INFJ,"$220,000"
Ella Smith,Female,26,American,5,Fitness & Nutrition,8,"Personal Training, Nutrition Coaching, Fitness Modeling",Bachelor's Degree in Nutrition,3,400,850000,45000,4,ISTJ,"$200,000"
Noah Johnson,Male,33,Canadian,9,Fashion & Beauty,7,"Fashion Design, Makeup Artistry, Fashion Blogging",Bachelor's Degree in Fashion Design,2,350,800000,40000,4,ENFJ,"$180,000"
Sophia Patel,Female,29,Indian,8,Technology,9,"Software Engineering, Data Science, Artificial Intelligence",Master's Degree in Computer Science,4,600,1200000,70000,5,INTJ,"$250,000"
Oliver Brown,Male,32,British,8,Travel & Adventure,8,"Travel Writing, Photography, Adventure Sports",Bachelor's Degree in Tourism,3,500,1000000,60000,5,INFJ,"$220,000"
Ava Kim,Female,28,Korean,6,Music,8,"Singing, Songwriting, Music Production",Bachelor's Degree in Music,3,500,1000000,60000,5,ENTP,"$230,000"
Noah Chen,Male,34,Chinese,10,Food & Cooking,8,"Culinary Skills, Recipe Development, Food Styling",Culinary School,4,550,1100000,65000,5,ISTP,"$280,000"
Emma Rodriguez,Female,32,Mexican,9,Gaming & Esports,9,"Gaming Skills, Strategy, Esports Commentary",Bachelor's Degree in Computer Science,2,400,900000,45000,4,INFP,"$200,000"
Ethan Garcia,Male,29,Mexican,7,Comedy,7,"Stand-up Comedy, Improvisation, Writing",Bachelor's Degree in Theater Arts,3,450,950000,50000,4,ENFP,"$220,000"
Isabella Lee,Female,35,Korean,8,Fashion & Lifestyle,7,"Fashion Styling, Fashion Photography, Fashion Blogging",Bachelor's Degree in Fashion Design,3,500,1100000,65000,5,INTJ,"$250,000"
Liam Nguyen,Male,31,Vietnamese,7,Beauty & Makeup,9,"Makeup Artistry, Skincare, Beauty Vlogging",Bachelor's Degree in Cosmetology,2,400,850000,45000,4,ISFP,"$200,000"
Sophia Tran,Female,32,Vietnamese,8,Photography & Travel,8,"Photography, Videography, Travel Writing",Self-Taught,4,600,1300000,75000,5,ISTJ,"$300,000"
Oliver Tran,Male,30,Vietnamese,7,Comedy,7,"Stand-up Comedy, Improvisation, Writing",Bachelor's Degree in Theater Arts,3,450,950000,50000,4,ESTJ,"$220,000"
Ava Khan,Female,31,Indian,8,Technology,9,"Software Engineering, Data Science, Artificial Intelligence",Master's Degree in Computer Science,4,600,1200000,70000,5,INTJ,"$250,000"
Daniel Lee,Male,28,Korean,7,Gaming & Esports,8,"Gaming Skills, Strategy, Esports Commentary",Bachelor's Degree in Computer Science,2,400,900000,45000,4,INFP,"$200,000"
Sophia Rodriguez,Female,33,Mexican,8,Fashion & Beauty,7,"Fashion Styling, Makeup Artistry, Fashion Blogging",Bachelor's Degree in Fashion Design,3,500,1000000,60000,5,ENFP,"$230,000"
Oliver Kim,Male,31,Korean,8,Music,8,"Singing, Songwriting, Music Production",Bachelor's Degree in Music,3,500,1000000,60000,5,ESFP,"$280,000"
Emma Garcia,Female,29,Mexican,6,Food & Cooking,7,"Cooking, Recipe Development, Food Blogging",Culinary School,3,450,950000,50000,4,INFJ,"$220,000"
Noah Hernandez,Male,33,Mexican,8,Travel & Adventure,7,"Travel Writing, Photography, Adventure Sports",Bachelor's Degree in Journalism,2,400,850000,45000,4,INTP,"$200,000"
Sophia Tran,Female,30,Vietnamese,7,Parenting & Family,7,"Parenting Tips, Child Psychology, Family Vlogging",Bachelor's Degree in Early Childhood Education,3,500,1100000,65000,5,ISFJ,"$230,000"
Oliver Nguyen,Male,28,Vietnamese,7,Music,8,"Singing, Songwriting, Music Production",Bachelor's Degree in Music,3,500,1000000,60000,5,ENFP,"$230,000"
Emma Tran,Female,34,Vietnamese,8,Beauty & Makeup,8,"Makeup Artistry, Skincare, Beauty Blogging",Bachelor's Degree in Cosmetology,2,400,850000,45000,4,ESFJ,"$200,000"
Liam Nguyen,Male,32,Vietnamese,8,Comedy,7,"Stand-up Comedy, Improvisation, Writing",Bachelor's Degree in Theater Arts,3,450,950000,50000,4,ESTJ,"$220,000"
Sophia Kim,Female,29,Korean,6,Food & Cooking,8,"Culinary Skills, Recipe Development, Food Styling",Culinary School,3,450,950000,50000,4,ENFJ,"$220,000"
Oliver Tran,Male,31,Vietnamese,7,Travel & Adventure,8,"Travel Writing, Photography, Adventure Sports",Bachelor's Degree in Tourism,2,400,850000,45000,4,INTP,"$200,000"
Emma Lee,Female,30,Korean,7,Parenting & Family,7,"Parenting Tips, Child Psychology, Family Vlogging",Bachelor's Degree in Early Childhood Education,3,500,1100000,65000,5,ISFJ,"$230,000"
Liam Nguyen,Male,28,Vietnamese,6,Music,8,"Singing, Songwriting, Music Production",Bachelor's Degree in Music,3,500,1000000,60000,5,ENFP,"$230,000"
Sophia Tran,Female,34,Vietnamese,7,Beauty & Makeup,8,"Makeup Artistry, Skincare, Beauty Blogging",Bachelor's Degree in Cosmetology,2,400,850000,45000,4,ESFJ,"$200,000"
Oliver Nguyen,Male,36,Korean,8,Food & Cooking,7,"Cooking, Recipe Development, Food Blogging",Culinary School,3,450,950000,50000,4,INFJ,"$220,000"
Emma Nguyen,Female,29,Vietnamese,7,Travel & Adventure,8,"Travel Writing, Photography, Adventure Sports",Bachelor's Degree in Journalism,2,400,850000,45000,4,INTP,"$200,000"
Liam Kim,Male,31,Vietnamese,8,Parenting & Family,7,"Parenting Tips, Child Psychology, Family Vlogging",Bachelor's Degree in Early Childhood Education,3,500,1100000,65000,5,ISFJ,"$230,000"
Sophia Tran,Female,30,Vietnamese,7,Music,8,"Singing, Songwriting, Music Production",Bachelor's Degree in Music,3,500,1000000,60000,5,ENFP,"$230,000"
Oliver Nguyen,Male,33,Vietnamese,8,Food & Cooking,7,"Cooking, Recipe Development, Food Blogging",Culinary School,3,450,950000,50000,4,INFJ,"$220,000"
Emma Kim,Female,28,Vietnamese,7,Travel & Adventure,8,"Travel Writing, Photography, Adventure Sports",Bachelor's Degree in Journalism,2,400,850000,45000,4,INTP,"$200,000"
Liam Kim,Male,30,Vietnamese,8,Parenting & Family,7,"Parenting Tips, Child Psychology, Family Vlogging",Bachelor's Degree in Early Childhood Education,3,500,1100000,65000,5,ISFJ,"$230,000"
Sophia Tran,Female,29,Vietnamese,7,Music,8,"Singing, Songwriting, Music Production",Bachelor's Degree in Music,3,500,1000000,60000,5,ENFP,"$230,000"
Oliver Nguyen,Male,32,Vietnamese,8,Food & Cooking,7,"Cooking, Recipe Development, Food Blogging",Culinary School,3,450,950000,50000,4,INFJ,"$220,000"
Ella Johnson,Female,27,Canadian,8,Fitness & Nutrition,8,"Personal Training, Nutrition Coaching, Fitness Modeling",Bachelor's Degree in Nutrition,3,400,850000,45000,4,ISTJ,"$200,000"
Noah Kim,Male,34,Korean,10,Fashion & Beauty,7,"Fashion Design, Makeup Artistry, Fashion Blogging",Bachelor's Degree in Fashion Design,2,350,800000,40000,4,ENFJ,"$180,000"
Sophia Patel,Female,30,Indian,9,Technology,9,"Software Engineering, Data Science, Artificial Intelligence",Master's Degree in Computer Science,4,600,1200000,70000,5,INTJ,"$250,000"
Oliver Brown,Male,33,British,9,Travel & Adventure,8,"Travel Writing, Photography, Adventure Sports",Bachelor's Degree in Tourism,3,500,1000000,60000,5,INFJ,"$220,000"
Ava Lee,Female,29,Korean,7,Music,8,"Singing, Songwriting, Music Production",Bachelor's Degree in Music,3,500,1000000,60000,5,ENTP,"$230,000"
Noah Chen,Male,35,Chinese,11,Food & Cooking,8,"Culinary Skills, Recipe Development, Food Styling",Culinary School,4,550,1100000,65000,5,ISTP,"$280,000"
Emma Rodriguez,Female,33,Mexican,10,Gaming & Esports,9,"Gaming Skills, Strategy, Esports Commentary",Bachelor's Degree in Computer Science,2,400,900000,45000,4,INFP,"$200,000"
Ethan Garcia,Male,30,Mexican,8,Comedy,7,"Stand-up Comedy, Improvisation, Writing",Bachelor's Degree in Theater Arts,3,450,950000,50000,4,ENFP,"$220,000"
Isabella Lee,Female,36,Korean,9,Fashion & Lifestyle,7,"Fashion Styling, Fashion Photography, Fashion Blogging",Bachelor's Degree in Fashion Design,3,500,1100000,65000,5,INTJ,"$250,000"
Liam Nguyen,Male,32,Vietnamese,8,Beauty & Makeup,9,"Makeup Artistry, Skincare, Beauty Vlogging",Bachelor's Degree in Cosmetology,2,400,850000,45000,4,ISFP,"$200,000"
